_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
86;17640;2;54001;ASSISI;BUSTI LUCIO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Patrono d'Italia 61;SANTA MARIA DEGLI ANGELI;06081;PG;0758040385;3396564712;0758040385;;geom.luciobusti@libero.it;1956886.0;5128102.0;1;4;1;POINT (1956886 5128102);2;2;543102;ASSISANO
87;17986;2;54001;ASSISI;CALENDE DI MAGGIO di Marani Claudia;Affittacamere;Affittacamere;Piaggia San Pietro 7/E;;06081;PG;3284675668;3314479176;0758000506;;calendedimaggio@gmail.com;1956886.0;5128102.0;2;6;2;POINT (1956886 5128102);2;2;543102;ASSISANO
88;18665;2;54001;ASSISI;CAMERE ASSISI CALOCCI di Calocci Vally;Affittacamere;Affittacamere;Via Macelli Vecchi 11;;06081;PG;3351348275;3477027858;;;camereassisicalocci@gmail.com;1956886.0;5128102.0;4;8;4;POINT (1956886 5128102);2;2;543102;ASSISANO
89;18563;2;54001;ASSISI;CAMERE DA ADELINA di Bartolini Adelina;Affittacamere;Affittacamere;Via Raffaello 22;SANTA MARIA DEGLI ANGELI;06081;PG;3358372029;3358565514;0758041276;;marcodus@alice.it;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);2;2;543102;ASSISANO
90;4917;2;54001;ASSISI;CAMERE DI ANNA MARIA di Sebastiani Anna Maria;Affittacamere;Affittacamere;Via San Potente 2;;06081;PG;075813274;;075813274;www.assisicameredaannamaria.it;info@assisicameredaannamaria.it;2326892.40042;4770052.98369;6;12;6;POINT (2326892.40042 4770052.98369);2;2;543102;ASSISANO
91;4894;2;54001;ASSISI;CAMERE GAMBACORTA di Gambacorta Marco;Affittacamere;Affittacamere;Via Sermei 9;;06081;PG;075812454;;075813186;;info@ilbongustaio.com;2326034.82995;4771280.66815;6;12;6;POINT (2326034.82995 4771280.66815);2;2;543102;ASSISANO
92;16892;2;54001;ASSISI;CAMERE L'ANFITEATRO di Fagotti Maria Teresa;Affittacamere;Affittacamere;Via Villamena 16;;06081;PG;3479044149;;;;fufet@libero.it;1956886.0;5128102.0;1;1;1;POINT (1956886 5128102);2;2;543102;ASSISANO
93;17419;2;54001;ASSISI;CAMERE LA BASILICA di Pagliaro Luca;Affittacamere;Affittacamere;Via Patrono d'Italia 17;SANTA MARIA DEGLI ANGELI;06081;PG;3279359465;;;www.camerelabasilica.it;info@camerelabasilica.it;1956886.0;5128102.0;4;5;4;POINT (1956886 5128102);2;2;543102;ASSISANO
94;9432;2;54001;ASSISI;CAMERE LA MIMOSA di Roscini Vitali Piero;Affittacamere;Affittacamere;Via Fratelli Canonichetti 5;;06081;PG;075812391;;0758198406;www.camerelamimosa.it;info@camerelamimosa.it;2326803.36198656;4770380.04714964;6;9;6;POINT (2326803.36198656 4770380.04714964);2;2;543102;ASSISANO
192;17156;2;54001;ASSISI;HOTEL LA ROCCA (DIPENDENZA);Albergo;2 stelle;Via Porta Perlici 19;;06081;PG;075812284;;075816467;www.hotelarocca.it;info@hotelarocca.it;1956886.0;5128102.0;9;18;9;POINT (1956886 5128102);2;2;543102;ASSISANO
95;18012;2;54001;ASSISI;CAMERE LINDA di Barabani Marta;Affittacamere;Affittacamere;Viale Michelangelo 24;PALAZZO;06081;PG;075 8037122;3394331045;075 8037122;;camerelinda@gmail.com;1956886.0;5128102.0;6;12;6;POINT (1956886 5128102);2;2;543102;ASSISANO
96;14421;2;54001;ASSISI;CAMERE MARTINI di Rosignoli Villelma;Affittacamere;Affittacamere;Via San Gregorio 6;;06081;PG;075813536;;075813536;;cameremartini@libero.it;2325718.07657;4771483.62614;6;10;5;POINT (2325718.07657 4771483.62614);2;2;543102;ASSISANO
97;14085;2;54001;ASSISI;CAMERE PAOLO di Durastanti Gianpaolo;Affittacamere;Affittacamere;Via Alcide De Gasperi 11;SANTA MARIA DEGLI ANGELI;06081;PG;3284796562;;;;paolo.durastanti@gmail.com;2322770.97125;4770111.0708;5;8;5;POINT (2322770.97125 4770111.0708);2;2;543102;ASSISANO
98;5068;2;54001;ASSISI;CAMERE SHALOM di Centomini Giovanna;Affittacamere;Affittacamere;Piazza Porziuncola 9;;06081;PG;0758043848;;0758043828;www.hotelfratesole.com;info@hotelfratesole.com;2323045.78599026;4770248.85720545;3;9;3;POINT (2323045.78599026 4770248.85720545);2;2;543102;ASSISANO
99;4944;2;54001;ASSISI;CAMPING FONTEMAGGIO;Campeggio;2 stelle;Via Eremo delle Carceri 24;;06081;PG;075813636;075812317;075813749;www.fontemaggio.it;info@fontemaggio.it;2327078.82923;4770870.82219;65;250;21;POINT (2327078.82923 4770870.82219);2;2;543102;ASSISANO
100;4980;2;54001;ASSISI;CAMPING VILLAGE ASSISI;Campeggio;3 stelle;San Giovanni  in Campiglione 110;;06081;PG;075816816;075813710;0758197540;www.campingassisi.it;info@campingassisi.it;2322447.4799900004;4772149.55164;95;380;39;POINT (2322447.47999 4772149.55164);2;2;543102;ASSISANO
101;13418;2;54001;ASSISI;CARFAGNA SANDRO;Country house;Country house;Via Campiglione - Loc. Molinella 1;;06081;PG;075812266;336283939;075812266;www.carfagnasandrocamere.it;info@carfagnasandro.it;2321257.34415;4772124.77393;18;38;18;POINT (2321257.34415 4772124.77393);2;2;543102;ASSISANO
102;6638;2;54001;ASSISI;CARFAGNA SERGIO;Agriturismo;4 spighe;Via Campiglione 1;;06081;PG;075813742;3452131774;075813742;www.sergiocarfagna.it;info@sergiocarfagna.it;2321257.34415;4772124.77393;7;13;7;POINT (2321257.34415 4772124.77393);2;2;543102;ASSISANO
103;7485;2;54001;ASSISI;CARLI LANFRANCO;Affittacamere;Affittacamere;Via Porta Perlici 1;;06081;PG;075812490;;;www.camerecarli.it;carliarte@live.it;2326005.88646971;4771477.99789265;6;9;6;POINT (2326005.88646971 4771477.99789265);2;2;543102;ASSISANO
104;6730;2;54001;ASSISI;CARLONI GIUSEPPE;Affittacamere;Affittacamere;Via San Rufino d'Arce 5;SANTA MARIA DEGLI ANGELI;06081;PG;0758040755;3394516079;0758040755;www.assisicamerecarloni.com;info@assisicamerecarloni.com;2325886.73088375;4771477.16134084;6;8;6;POINT (2325886.73088375 4771477.16134084);2;2;543102;ASSISANO
105;18442;2;54001;ASSISI;CASA DI ALETTA di Sciamanna Ugo;Affittacamere;Affittacamere;Via Fontemaggio 16;;06081;PG;3497149637;3351214461;;;info@casadialetta.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
106;18757;2;54001;ASSISI;CASA FAUSTINA;Agriturismo;4 spighe;Mora 28;MORA;06081;PG;0758039377;3296198360;;www.casafaustina.it;info@casafaustina.it;1956886.0;5128102.0;10;30;10;POINT (1956886 5128102);2;2;543102;ASSISANO
107;18920;2;54001;ASSISI;CASA FIORELLI di Fiorelli Sante;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Paduletto 18;CAPODACQUA;06081;PG;0758064158;3317429292;;;annalisa@gmail.com;1956886.0;5128102.0;2;6;2;POINT (1956886 5128102);2;2;543102;ASSISANO
108;18484;2;54001;ASSISI;CASA FRANCESCA;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via San Pio X 7;SANTA MARIA DEGLI ANGELI;06081;PG;0758043670;;0758049680;;ssmassisi@gmail.com;1956886.0;5128102.0;27;60;28;POINT (1956886 5128102);2;2;543102;ASSISANO
109;18638;2;54001;ASSISI;CASA MADONNA DELLE ROSE;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via Protomartiri Francescani 19;;06081;PG;0758041106;;;www.fmmitalia.org;fmmrose@libero.it;1956886.0;5128102.0;28;57;28;POINT (1956886 5128102);2;2;543102;ASSISANO
110;18755;2;54001;ASSISI;CASA NONNA JOLE di Dominici Michela;Affittacamere;Affittacamere;Via Fonte Pallotta 21;CAPODACQUA;06081;PG;3393773138;3471752099;;;rinaldodominici@yahoo.it;1956886.0;5128102.0;2;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
111;4952;2;54001;ASSISI;CASA PAPA GIOVANNI;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via San Paolo 32;;06081;PG;075812467;;075812338;;casapapagiovanni@yahoo.it;2325609.12180929;4771634.99800456;34;59;34;POINT (2325609.12180929 4771634.99800456);2;2;543102;ASSISANO
112;17834;2;54001;ASSISI;CASA PEPPE E MARIA di Petrucci Daria;Affittacamere;Affittacamere;Vicolo Illuminati 18;;06081;PG;3452490570;3382181606;;;daria5marzo@yahoo.it;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);2;2;543102;ASSISANO
113;18879;2;54001;ASSISI;CASA PEPPE E MARIA di Petrucci Daria;Affittacamere;Affittacamere;Via Madre Terra 17;;06081;PG;3452490570;3382181606;;;daria5marzo@yahoo.it;1956886.0;5128102.0;4;5;3;POINT (1956886 5128102);2;2;543102;ASSISANO
114;13226;2;54001;ASSISI;CASA RAMBOTTI;Agriturismo;1 spiga;Via San Rufino Campagna ;;06081;PG;3470380617;;;;giulianananni@gmail.com;2326224.72585;4770147.3625300005;4;8;2;POINT (2326224.72585 4770147.362530001);2;2;543102;ASSISANO
115;5071;2;54001;ASSISI;CASA ROSA;Agriturismo;1 spiga;Santa Maria di Lignano ;SANTA MARIA DI LIGNANO;06081;PG;075802322;3343715284;;www.casa-rosa.it;ella.grima@gmail.com;2332078.72793;4776288.486269999;5;15;5;POINT (2332078.72793 4776288.486269999);2;2;543102;ASSISANO
116;4951;2;54001;ASSISI;CASA SANTA ELISABETTA D'UNGHERIA;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Piazza del Vescovado 5;;06081;PG;075812366;;075816377;www.terziario-santaelisabetta.com;info@casaterziario.org;2325762.25133465;4771352.2160412;24;57;25;POINT (2325762.25133465 4771352.2160412);2;2;543102;ASSISANO
117;16702;2;54001;ASSISI;CASA VACANZE LA PERGOLA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via della Pineta 15;PALAZZO;06081;PG;0758098175;3665666404;0758098175;www.casavacanzeassisi.net;info@casavacanzeassisi.net;1956886.0;5128102.0;4;18;4;POINT (1956886 5128102);2;2;543102;ASSISANO
118;9163;2;54001;ASSISI;GIOTTO LUXURY COUNTRY HOUSE;Country house;Country house;Via Francesca 28;;06081;PG;075813124;;;;info@hotelgiottoassisi.it;2325386.75572275;4770271.33291601;9;17;7;POINT (2325386.75572275 4770271.33291601);2;2;543102;ASSISANO
119;16891;2;54001;ASSISI;CASALE ANGELINI di Angelini Tushi;Bed & Breakfast;Bed & Breakfast;Rocca Sant'Angelo ;ROCCA SANT'ANGELO;06081;PG;3471150299;0759975892;;www.assisicasaleangelinibeb.com;info@assisicasaleangelinibeb.com;1956886.0;5128102.0;3;6;4;POINT (1956886 5128102);2;2;543102;ASSISANO
120;9030;2;54001;ASSISI;CASALE FAVILLUTA di Ruzza Caterina;Affittacamere;Affittacamere;Via  Santa Tecla 9;PALAZZO;06081;PG;0758038845;3483338848;0758038845;www.casalefavilluta.it;info@casalefavilluta.it;2321300.82624068;4775633.68572022;4;10;4;POINT (2321300.82624068 4775633.68572022);2;2;543102;ASSISANO
121;15625;2;54001;ASSISI;CASALE SAN RUFINO D'ARCE;Agriturismo;2 spighe;Via San Rufino d'Arce 28;;06081;PG;3382778700;0758043950;0758043950;www.sanrufinodarce.com;info@sanrufinodarce.com;2324626.07887;4769842.39565;7;23;7;POINT (2324626.07887 4769842.39565);2;2;543102;ASSISANO
122;18516;2;54001;ASSISI;CASALE SANTA MARGHERITA;Agriturismo;2 spighe;Via Petrata 7;;06081;PG;3403138545;3289455023;;www.casalesantamargherita.com;benedetta.sisti@gmail.com;1956886.0;5128102.0;4;10;4;POINT (1956886 5128102);2;2;543102;ASSISANO
123;7288;2;54001;ASSISI;CASALFARNETO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Sterpeto 40;STERPETO;06081;PG;0758039390;3356044667;0758039390;www.casalfarneto.com;rinaldicarlo@hotmail.com;2320946.22935195;4776314.16880011;5;21;7;POINT (2320946.22935195 4776314.16880011);2;2;543102;ASSISANO
124;18541;2;54001;ASSISI;CASCINA CASSONI di Cassoni Gianluca;Affittacamere;Affittacamere;Via Los Angeles 52/a;SANTA MARIA DEGLI ANGELI;06081;PG;3389238800;0758041414;;;danielarosati71@gmail.com;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);2;2;543102;ASSISANO
125;15718;2;54001;ASSISI;CASE BRIZI di Ronca Maria Rita;Bed & Breakfast;Bed & Breakfast;Via E. Brizi 5;;06081;PG;3355919344;3394397486;0758064790;www.casebriziassisi.it;casebriziassisi@libero.it;2325595.71056;4771526.298690001;3;7;3;POINT (2325595.71056 4771526.298690001);2;2;543102;ASSISANO
126;7785;2;54001;ASSISI;CASTELLO DI PETRATA;Country house;Country house;Via  Petrata 25;;06081;PG;075815451;075812970;075815451;www.castellopetrata.com;info@castellopetrata.com;2327165.92954313;4775519.5220212005;23;68;24;POINT (2327165.92954313 4775519.522021201);2;2;543102;ASSISANO
127;18897;2;54001;ASSISI;CASTELLO DI TORDIBETTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze; Via Betto di Menico ;TORDIBETTO;06081;PG;0758065424;330509630;;;landrinimoreno@gmail.com;1956886.0;5128102.0;6;34;7;POINT (1956886 5128102);2;2;543102;ASSISANO
128;19285;2;54001;ASSISI;CATANOSSI RENZO;Affittacamere;Affittacamere;Via Los Angeles 18;SANTA MARIA DEGLI ANGELI;06081;PG;334 7862210;075 8043328;;;info@hoteltavolarotonda.com;1956886.0;5128102.0;4;6;4;POINT (1956886 5128102);2;2;543102;ASSISANO
129;4954;2;54001;ASSISI;CENTRO TERZ'ORDINE FRANCESCANO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Viale Giovanni XXIII 2;;06081;PG;075812792;;075815184;www.domuslaetitiaeassisi.it;info@domuslaetitiaeassisi.it;2326598.6137;4770986.25315;38;72;13;POINT (2326598.6137 4770986.25315);2;2;543102;ASSISANO
130;18885;2;54001;ASSISI;CHIOCCI ORNELLA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via San Giovanni della Genga 31;RIVOTORTO;06081;PG;3393465108;3663871778;;;chiocciornella@gmail.com;1956886.0;5128102.0;1;4;1;POINT (1956886 5128102);2;2;543102;ASSISANO
131;6731;2;54001;ASSISI;CIAMMARUGHI MARIA SILVANA;Affittacamere;Affittacamere;Via di Valecchie 45;;06081;PG;075816363;;075816155;;;2324453.30192376;4770421.37111944;5;7;5;POINT (2324453.30192376 4770421.37111944);2;2;543102;ASSISANO
132;10437;2;54001;ASSISI;CIANCALEONI di Ciancaleoni Lanfranco;Bed & Breakfast;Bed & Breakfast;Via Fontanella 10;RIVOTORTO;06081;PG;3396799334;0758064364;;www.ciancaleonivacanze.it;ciancaleonivacanze@libero.it;2325976.40598573;4768253.58860293;3;8;3;POINT (2325976.40598573 4768253.58860293);2;2;543102;ASSISANO
133;7892;2;54001;ASSISI;COLLE DEGLI OLIVI;Agriturismo;3 spighe;Via San Potente 21;;06081;PG;075815353;;0758089793;www.colledegliolivi.com;info@colledegliolivi.com;2327141.3801;4769598.987369999;15;30;15;POINT (2327141.3801 4769598.987369999);2;2;543102;ASSISANO
134;16795;2;54001;ASSISI;COLLE FONTANA di Marsha Mary Chatman;Bed & Breakfast;Bed & Breakfast;Via Festa della Mamma 5;TORDIBETTO;06081;PG;3286425848;;;;collefontana@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
135;13760;2;54001;ASSISI;COLLE PU;Agriturismo;4 spighe;Loc. Colle Pune Basso ;MORA;06081;PG;3383300666;3343172182;;www.collepu.it;info@collepu.it;2322827.5396;4776166.58862;6;16;6;POINT (2322827.5396 4776166.58862);2;2;543102;ASSISANO
136;14256;2;54001;ASSISI;COLLE SAN FRANCESCO di Pompili Maurizio;Bed & Breakfast;Bed & Breakfast;Via San Fortunato 18;;06081;PG;075813265;3495838144;;www.collesanfrancesco.it;info@collesanfrancesco.it;2332431.0863799998;4762173.776190001;3;6;3;POINT (2332431.08638 4762173.776190001);2;2;543102;ASSISANO
137;9654;2;54001;ASSISI;COLLEPARADISO;Agriturismo;4 spighe;Loc. Paradiso 3/c;;06081;PG;0758000427;;;www.colleparadiso.com;info@colleparadiso.com;2326336.49388;4770941.5552199995;4;10;4;POINT (2326336.49388 4770941.55522);2;2;543102;ASSISANO
138;18414;2;54001;ASSISI;COLLIS PARADISI di Elisei Anna;Bed & Breakfast;Bed & Breakfast;Via San Bonaventura 38;;06081;PG;3395675790;3391253348;;;alicepompili@gmail.com;1956886.0;5128102.0;3;5;2;POINT (1956886 5128102);2;2;543102;ASSISANO
139;15474;2;54001;ASSISI;DA BRUNA di Migliosi Luciano;Bed & Breakfast;Bed & Breakfast;Via Giovanni da Pian del Carpine 7;SANTA MARIA DEGLI ANGELI;06081;PG;0758041767;3492258815;;;info@dabruna.com;2323300.2688;4769751.85147;2;5;2;POINT (2323300.2688 4769751.85147);2;2;543102;ASSISANO
140;9352;2;54001;ASSISI;DA RAMACCIA di Pettirossi Federico;Affittacamere;Affittacamere;Via  Madonna  dell' Olivo 8;;06081;PG;075812406;3471704290;;www.camereramacciaassisi.it;info@camereramacciaassisi.it;2326348.33797736;4770939.6632418;6;12;6;POINT (2326348.33797736 4770939.6632418);2;2;543102;ASSISANO
141;9362;2;54001;ASSISI;DA REGINA di Fagiolo Stefano;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Porta Perlici 37;;06081;PG;3482840192;;;;assisidaregina@gmail.com;2326163.48191892;4771512.53384729;1;4;1;POINT (2326163.48191892 4771512.53384729);2;2;543102;ASSISANO
142;18948;2;54001;ASSISI;DA SIMONE di Lollini Simone;Affittacamere;Affittacamere;Via Giuseppe Verdi 26;SANTA MARIA DEGLI ANGELI;06081;PG;3338833570;;;;simonelollini7@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
143;18498;2;54001;ASSISI;DAISY di Phillips Patricia Mary;Bed & Breakfast;Bed & Breakfast;Via A. Panzini 8;SANTA MARIA DEGLI ANGELI;06081;PG;0758041512;;;www.daisy-assisi.com;info@daisy-assisi.com;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);2;2;543102;ASSISANO
144;4851;2;54001;ASSISI;DAL MORO ASSISI GALLERY HOTEL;Albergo;4 stelle;Via G. Becchetti 2;SANTA MARIA DEGLI ANGELI;06081;PG;0758043688;;0758041666;www.dalmorogalleryhotel.com;info@dalmorogalleryhotel.com;2322842.51340491;4770183.80889117;51;93;57;POINT (2322842.51340491 4770183.80889117);2;2;543102;ASSISANO
145;19287;2;54001;ASSISI;DOMUS ANGELI;Affittacamere;Affittacamere;Via Los Angeles 18;SANTA MARIA DEGLI ANGELI;06081;PG;334 7862210;075 8043328;;;info@hoteltavolarotonda.com;1956886.0;5128102.0;6;8;6;POINT (1956886 5128102);2;2;543102;ASSISANO
146;18550;2;54001;ASSISI;DOMUS BENEDICTA di Stirone Giuseppe;Bed & Breakfast;Bed & Breakfast;Via Alberto Tacconi 10;SANTA MARIA DEGLI ANGELI;06081;PG;34218598816;3299377304;;www.assisibb.it;domusbenedicta@gmail.com,famstirone@gmail.com;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);2;2;543102;ASSISANO
147;19334;2;54001;ASSISI;DUE CUORI di Perencin Cristiane;Bed & Breakfast;Bed & Breakfast;Via Gabriele D'Annunzio 7m;SANTA MARIA DEGLI ANGELI;06081;PG;391 3998101;;;;cristiperen@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
148;18731;2;54001;ASSISI;FLAT89 di Carlisi Antonio;Bed & Breakfast;Bed & Breakfast;Via Los Angeles 89;SANTA MARIA DEGLI ANGELI;06081;PG;3204475546;;;www.assisiflat.com;antoniocarlisi@gmail.com;1956886.0;5128102.0;2;3;2;POINT (1956886 5128102);2;2;543102;ASSISANO
149;4807;2;54001;ASSISI;FONTEBELLA PALACE HOTEL;Albergo;4 stelle;Via  Fontebella 25;;06081;PG;075812883;075812977;0758198440;www.fontebella.com;info@fontebella.com;2325390.24427;4771612.87426;46;78;48;POINT (2325390.24427 4771612.87426);2;2;543102;ASSISANO
150;18978;2;54001;ASSISI;FONTEMAGGIO;Agriturismo;3 spighe;Via Eremo delle Carceri 24;;06081;PG;075813636;3476753780;075813749;www.fontemaggio.it;info@fontemaggio.it;1956886.0;5128102.0;6;15;6;POINT (1956886 5128102);2;2;543102;ASSISANO
151;16331;2;54001;ASSISI;FORO ROMANO di Morani Miriam;Affittacamere;Affittacamere;Via B. da Quintavalle 20/a;;06081;PG;3407869847;;;;miriammorani@yahoo.it;2325654.18136;4771496.401959999;1;2;1;POINT (2325654.18136 4771496.401959999);2;2;543102;ASSISANO
152;9024;2;54001;ASSISI;FRANCESCO IN ASSISI di Carloni Valeria;Bed & Breakfast;Bed & Breakfast;Via Cimabue 9;SANTA MARIA DEGLI ANGELI;06081;PG;3287142553;3382737468;;www.francescoinassisi.com;bedandbreakfast@francescoinassisi.com;2322303.80881332;4770556.84042478;3;6;3;POINT (2322303.80881332 4770556.84042478);2;2;543102;ASSISANO
153;18558;2;54001;ASSISI;FRATE LEONE B & B di Busti Manuela;Bed & Breakfast;Bed & Breakfast;Via Frate Leone 14;SANTA MARIA DEGLI ANGELI;06081;PG;3498128668;0758040833;;;frateleonebb@gmail.com;1956886.0;5128102.0;2;3;2;POINT (1956886 5128102);2;2;543102;ASSISANO
154;18853;2;54001;ASSISI;FRATERNA DOMUS;Albergo;2 stelle;Via Enrico Berlinguer ;SANTA MARIA DEGLI ANGELI;06081;PG;0758041204;3357049776;0758041204;www.fraternadomus.it;assisi@fraternadomus.it;1956886.0;5128102.0;44;88;46;POINT (1956886 5128102);2;2;543102;ASSISANO
155;18771;2;54001;ASSISI;GAIATTONE;Agriturismo;1 spiga;Porziano 43;PORZIANO;06081;PG;3348423930;;;;fsberard@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);2;2;543102;ASSISANO
156;18776;2;54001;ASSISI;GIARDINO DI ALEX di Esposito Alessandra;Bed & Breakfast;Bed & Breakfast;Via Patrono d'Italia 32/a;SANTA MARIA DEGLI ANGELI;06081;PG;3664599114;;;;giardinodialex@libero.it;1956886.0;5128102.0;2;5;2;POINT (1956886 5128102);2;2;543102;ASSISANO
157;18488;2;54001;ASSISI;GIARDINO FIORITO di Tifi Lanfranco;Bed & Breakfast;Bed & Breakfast;Via Santa Tecla 5;PALAZZO;06081;PG;3356073749;0758038233;0758038233;;info@giardinofioritoassisi.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);2;2;543102;ASSISANO
158;16179;2;54001;ASSISI;GRAND HOTEL ASSISI;Albergo;4 stelle;Via Giovanni Renzi 2;;06081;PG;07581501;;075815272;www.grandhotelassisi.eu;reservation@ghassisi.eu;2326894.06731;4770211.25299;155;309;155;POINT (2326894.06731 4770211.25299);2;2;543102;ASSISANO
159;18269;2;54001;ASSISI;HELIOS ASSISI di Laino Paolo;Bed & Breakfast;Bed & Breakfast;Via Bernardo da Quintavalle 20/a;;06081;PG;3334975604;0757973328;0757973328;www.heliosassisi.it;info@heliosassisi.it;1956886.0;5128102.0;3;6;4;POINT (1956886 5128102);2;2;543102;ASSISANO
160;4817;2;54001;ASSISI;HOTEL ALEXANDER;Albergo;3 stelle;Piazzetta  Chiesa  Nuova 6;;06081;PG;075816190;;0758198525;www.hotelalexanderassisi.it;info@hotelalexanderassisi.it;2325852.26854;4771427.8140199995;7;19;7;POINT (2325852.26854 4771427.814019999);2;2;543102;ASSISANO
161;4841;2;54001;ASSISI;HOTEL ANCAJANI;Albergo;3 stelle;Via Ancajani 16;;06081;PG;075815128;3356184718;075815129;www.albergoassisi.it;info@albergoassisi.it;2325364.76056;4771585.33122;24;45;24;POINT (2325364.76056 4771585.33122);2;2;543102;ASSISANO
162;4854;2;54001;ASSISI;HOTEL ANTONELLI FRANCO;Albergo;3 stelle;Via Los  Angeles 25;SANTA MARIA DEGLI ANGELI;06081;PG;0758043690;;0758048028;www.assisihotelantonelli.it;info@assisihotelantonelli.it;2322452.99105;4770226.775780001;83;186;85;POINT (2322452.99105 4770226.775780001);2;2;543102;ASSISANO
163;4843;2;54001;ASSISI;HOTEL BELLAVISTA;Albergo;2 stelle;Via Patrono d'Italia 94/100;;06081;PG;0758041636;;0758042492;www.assisibellavista.it;info@assisibellavista.it;2324031.6941;4770850.439680001;28;55;28;POINT (2324031.6941 4770850.439680001);2;2;543102;ASSISANO
164;4819;2;54001;ASSISI;HOTEL BELVEDERE;Albergo;2 stelle;Via  Borgo  Aretino 13;;06081;PG;075812460;3477621961;075816812;www.assisihotelbelvedere.com;hotelbelvedereassisi@yahoo.it;2326114.27083;4771093.81945;12;24;12;POINT (2326114.27083 4771093.81945);2;2;543102;ASSISANO
165;4820;2;54001;ASSISI;HOTEL BERTI;Albergo;2 stelle;Piazza  S.Pietro 24;;06081;PG;075813466;;075816870;www.hotelberti.it;info@hotelberti.it;2325257.78029;4771604.7987;10;17;10;POINT (2325257.78029 4771604.7987);2;2;543102;ASSISANO
166;19680;2;54001;ASSISI;HOTEL CARLO;Albergo;3 stelle;Via E. Berlinguer 5;SANTA MARIA DEGLI ANGELI;06081;PG;0758040410;;0758043094;;info@hotelmodernoassisi.com;1956886.0;5128102.0;10;23;12;POINT (1956886 5128102);2;2;543102;ASSISANO
